FID,Id,class,site_code,class_ID
9294,0,LICHENS,MOLLYCREEK,6
9295,0,GRAMINOIDS,MOLLYCREEK,5
9296,0,LICHENS,MOLLYCREEK,6
9297,0,LICHENS,MOLLYCREEK,6
9298,0,GRAMINOIDS,MOLLYCREEK,5
9299,0,LICHENS,MOLLYCREEK,6
9300,0,LICHENS,MOLLYCREEK,6
9301,0,NON VEGETATED,MOLLYCREEK,7
9302,0,LICHENS,MOLLYCREEK,6
9303,0,LICHENS,MOLLYCREEK,6
9304,0,NON VEGETATED,MOLLYCREEK,7
9305,0,NON VEGETATED,MOLLYCREEK,7
9306,0,LICHENS,MOLLYCREEK,6
9307,0,NON VEGETATED,MOLLYCREEK,7
9308,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9309,0,LICHENS,MOLLYCREEK,6
9310,0,BRYOPHYTES,MOLLYCREEK,1
9311,0,BRYOPHYTES,MOLLYCREEK,1
9312,0,BRYOPHYTES,MOLLYCREEK,1
9313,0,DECIDUOUS SHRUBS,MOLLYCREEK,2
9314,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9315,0,BRYOPHYTES,MOLLYCREEK,1
9316,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9317,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9318,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9319,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9320,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9321,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9322,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9323,0,BRYOPHYTES,MOLLYCREEK,1
9324,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9325,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9326,0,NON VEGETATED,MOLLYCREEK,7
9327,0,GRAMINOIDS,MOLLYCREEK,5
9328,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9329,0,LICHENS,MOLLYCREEK,6
9330,0,LICHENS,MOLLYCREEK,6
9331,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9332,0,GRAMINOIDS,MOLLYCREEK,5
9333,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9334,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9335,0,DECIDUOUS SHRUBS,MOLLYCREEK,2
9336,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9337,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9338,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9339,0,DECIDUOUS SHRUBS,MOLLYCREEK,2
9340,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9341,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9342,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9343,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9344,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9345,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9346,0,DECIDUOUS SHRUBS,MOLLYCREEK,2
9347,0,DECIDUOUS SHRUBS,MOLLYCREEK,2
9348,0,BRYOPHYTES,MOLLYCREEK,1
9349,0,GRAMINOIDS,MOLLYCREEK,5
9350,0,DECIDUOUS SHRUBS,MOLLYCREEK,2
9351,0,LICHENS,MOLLYCREEK,6
9352,0,LICHENS,MOLLYCREEK,6
9353,0,BRYOPHYTES,MOLLYCREEK,1
9354,0,LICHENS,MOLLYCREEK,6
9355,0,LICHENS,MOLLYCREEK,6
9356,0,BRYOPHYTES,MOLLYCREEK,1
9357,0,LICHENS,MOLLYCREEK,6
9358,0,LICHENS,MOLLYCREEK,6
9359,0,BRYOPHYTES,MOLLYCREEK,1
9360,0,BRYOPHYTES,MOLLYCREEK,1
9361,0,BRYOPHYTES,MOLLYCREEK,1
9362,0,BRYOPHYTES,MOLLYCREEK,1
9363,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9364,0,BRYOPHYTES,MOLLYCREEK,1
9365,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9366,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9367,0,BRYOPHYTES,MOLLYCREEK,1
9368,0,BRYOPHYTES,MOLLYCREEK,1
9369,0,BRYOPHYTES,MOLLYCREEK,1
9370,0,BRYOPHYTES,MOLLYCREEK,1
9371,0,BRYOPHYTES,MOLLYCREEK,1
9372,0,GRAMINOIDS,MOLLYCREEK,5
9373,0,BRYOPHYTES,MOLLYCREEK,1
9374,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9375,0,BRYOPHYTES,MOLLYCREEK,1
9376,0,BRYOPHYTES,MOLLYCREEK,1
9377,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9378,0,DECIDUOUS SHRUBS,MOLLYCREEK,2
9379,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9380,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9381,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9382,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9383,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9384,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9385,0,EVERGREEN SHRUBS,MOLLYCREEK,3
9386,0,LICHENS,MOSQUITOCREEK,6
9387,0,LICHENS,MOSQUITOCREEK,6
9388,0,LICHENS,MOSQUITOCREEK,6
9389,0,LICHENS,MOSQUITOCREEK,6
9390,0,LICHENS,MOSQUITOCREEK,6
9391,0,LICHENS,MOSQUITOCREEK,6
9392,0,LICHENS,MOSQUITOCREEK,6
9393,0,LICHENS,MOSQUITOCREEK,6
9394,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9395,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9396,0,LICHENS,MOSQUITOCREEK,6
9397,0,NON VEGETATED,MOSQUITOCREEK,7
9398,0,LICHENS,MOSQUITOCREEK,6
9399,0,LICHENS,MOSQUITOCREEK,6
9400,0,LICHENS,MOSQUITOCREEK,6
9401,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9402,0,NON VEGETATED,MOSQUITOCREEK,7
9403,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9404,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9405,0,DECIDUOUS SHRUBS,MOSQUITOCREEK,2
9406,0,DECIDUOUS SHRUBS,MOSQUITOCREEK,2
9407,0,DECIDUOUS SHRUBS,MOSQUITOCREEK,2
9408,0,NON VEGETATED,MOSQUITOCREEK,7
9409,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9410,0,NON VEGETATED,MOSQUITOCREEK,7
9411,0,NON VEGETATED,MOSQUITOCREEK,7
9412,0,NON VEGETATED,MOSQUITOCREEK,7
9413,0,NON VEGETATED,MOSQUITOCREEK,7
9414,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9415,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9416,0,LICHENS,MOSQUITOCREEK,6
9417,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9418,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9419,0,GRAMINOIDS,MOSQUITOCREEK,5
9420,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9421,0,GRAMINOIDS,MOSQUITOCREEK,5
9422,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9423,0,DECIDUOUS SHRUBS,MOSQUITOCREEK,2
9424,0,DECIDUOUS SHRUBS,MOSQUITOCREEK,2
9425,0,BRYOPHYTES,MOSQUITOCREEK,1
9426,0,BRYOPHYTES,MOSQUITOCREEK,1
9427,0,LICHENS,MOSQUITOCREEK,6
9428,0,BRYOPHYTES,MOSQUITOCREEK,1
9429,0,LICHENS,MOSQUITOCREEK,6
9430,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9431,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9432,0,LICHENS,MOSQUITOCREEK,6
9433,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9434,0,NON VEGETATED,MOSQUITOCREEK,7
9435,0,LICHENS,MOSQUITOCREEK,6
9436,0,NON VEGETATED,MOSQUITOCREEK,7
9437,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9438,0,LICHENS,MOSQUITOCREEK,6
9439,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9440,0,GRAMINOIDS,MOSQUITOCREEK,5
9441,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9442,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9443,0,LICHENS,MOSQUITOCREEK,6
9444,0,LICHENS,MOSQUITOCREEK,6
9445,0,LICHENS,MOSQUITOCREEK,6
9446,0,LICHENS,MOSQUITOCREEK,6
9447,0,LICHENS,MOSQUITOCREEK,6
9448,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9449,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9450,0,BRYOPHYTES,MOSQUITOCREEK,1
9451,0,GRAMINOIDS,MOSQUITOCREEK,5
9452,0,GRAMINOIDS,MOSQUITOCREEK,5
9453,0,BRYOPHYTES,MOSQUITOCREEK,1
9454,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9455,0,DECIDUOUS SHRUBS,MOSQUITOCREEK,2
9456,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9457,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9458,0,LICHENS,MOSQUITOCREEK,6
9459,0,EVERGREEN SHRUBS,MOSQUITOCREEK,3
9460,0,LICHENS,MOSQUITOCREEK,6
9461,0,NON VEGETATED,MOSQUITOCREEK,7
9462,0,LICHENS,MOSQUITOCREEK,6
9463,0,LICHENS,MOSQUITOCREEK,6
9464,0,GRAMINOIDS,MOSQUITOCREEK,5
9465,0,GRAMINOIDS,MOSQUITOCREEK,5
9466,0,DECIDUOUS SHRUBS,MOSQUITOCREEK,2
9467,0,DECIDUOUS SHRUBS,MOSQUITOCREEK,2
9468,0,DECIDUOUS SHRUBS,MOSQUITOCREEK,2
9469,0,BRYOPHYTES,MOSQUITOCREEK,1
9470,0,BRYOPHYTES,MOSQUITOCREEK,1
9471,0,GRAMINOIDS,MOSQUITOCREEK,5
9472,0,TREES,MTLADEROUTE,9
9473,0,GRAMINOIDS,MTLADEROUTE,5
9474,0,DECIDUOUS SHRUBS,MTLADEROUTE,2
9475,0,EVERGREEN SHRUBS,MTLADEROUTE,3
9476,0,BRYOPHYTES,MTLADEROUTE,1
9477,0,LICHENS,MTLADEROUTE,6
9478,0,EVERGREEN SHRUBS,MTLADEROUTE,3
9479,0,EVERGREEN SHRUBS,MTLADEROUTE,3
9480,0,LICHENS,MTLADEROUTE,6
9481,0,NON VEGETATED,MTLADEROUTE,7
9482,0,NON VEGETATED,MTLADEROUTE,7
9483,0,EVERGREEN SHRUBS,MTLADEROUTE,3
9484,0,LICHENS,MTLADEROUTE,6
9485,0,LICHENS,MTLADEROUTE,6
9486,0,BRYOPHYTES,MTLADEROUTE,1
9487,0,EVERGREEN SHRUBS,MTLADEROUTE,3
9488,0,BRYOPHYTES,MTLADEROUTE,1
9489,0,BRYOPHYTES,MTLADEROUTE,1
9490,0,GRAMINOIDS,MTLADEROUTE,5
9491,0,EVERGREEN SHRUBS,MTLADEROUTE,3
9492,0,BRYOPHYTES,MTLADEROUTE,1
9493,0,GRAMINOIDS,MTLADEROUTE,5
9494,0,BRYOPHYTES,MTLADEROUTE,1
9495,0,BRYOPHYTES,MTLADEROUTE,1
9496,0,GRAMINOIDS,MTLADEROUTE,5
9497,0,BRYOPHYTES,MTLADEROUTE,1
9498,0,DECIDUOUS SHRUBS,MTLADEROUTE,2
9499,0,GRAMINOIDS,MTLADEROUTE,5
9500,0,GRAMINOIDS,MTLADEROUTE,5
9501,0,BRYOPHYTES,MTLADEROUTE,1
9502,0,DECIDUOUS SHRUBS,MTLADEROUTE,2
9503,0,LICHENS,MTLADEROUTE,6
9504,0,LICHENS,MTLADEROUTE,6
9505,0,DECIDUOUS SHRUBS,MTLADEROUTE,2
9506,0,BRYOPHYTES,MTLADEROUTE,1
9507,0,LICHENS,MTLADEROUTE,6
9508,0,BRYOPHYTES,MTLADEROUTE,1
9509,0,BRYOPHYTES,MTLADEROUTE,1
9510,0,GRAMINOIDS,MTLADEROUTE,5
9511,0,NON VEGETATED,MTLADEROUTE,7
9512,0,NON VEGETATED,MTLADEROUTE,7
9513,0,BRYOPHYTES,MTLADEROUTE,1
9514,0,LICHENS,MTLADEROUTE,6
9515,0,GRAMINOIDS,MTLADEROUTE,5
9516,0,BRYOPHYTES,MTLADEROUTE,1
9517,0,BRYOPHYTES,MTLADEROUTE,1
9518,0,BRYOPHYTES,MTLADEROUTE,1
9519,0,BRYOPHYTES,MTMCKLENNAN,1
9520,0,NON VEGETATED,MTMCKLENNAN,7
9521,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9522,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9523,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9524,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9525,0,BRYOPHYTES,MTMCKLENNAN,1
9526,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9527,0,GRAMINOIDS,MTMCKLENNAN,5
9528,0,NON VEGETATED,MTMCKLENNAN,7
9529,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9530,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9531,0,LICHENS,MTMCKLENNAN,6
9532,0,GRAMINOIDS,MTMCKLENNAN,5
9533,0,LICHENS,MTMCKLENNAN,6
9534,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9535,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9536,0,NON VEGETATED,MTMCKLENNAN,7
9537,0,GRAMINOIDS,MTMCKLENNAN,5
9538,0,GRAMINOIDS,MTMCKLENNAN,5
9539,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9540,0,NON VEGETATED,MTMCKLENNAN,7
9541,0,NON VEGETATED,MTMCKLENNAN,7
9542,0,NON VEGETATED,MTMCKLENNAN,7
9543,0,NON VEGETATED,MTMCKLENNAN,7
9544,0,NON VEGETATED,MTMCKLENNAN,7
9545,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9546,0,NON VEGETATED,MTMCKLENNAN,7
9547,0,BRYOPHYTES,MTMCKLENNAN,1
9548,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9549,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9550,0,BRYOPHYTES,MTMCKLENNAN,1
9551,0,GRAMINOIDS,MTMCKLENNAN,5
9552,0,BRYOPHYTES,MTMCKLENNAN,1
9553,0,BRYOPHYTES,MTMCKLENNAN,1
9554,0,BRYOPHYTES,MTMCKLENNAN,1
9555,0,BRYOPHYTES,MTMCKLENNAN,1
9556,0,NON VEGETATED,MTMCKLENNAN,7
9557,0,NON VEGETATED,MTMCKLENNAN,7
9558,0,LICHENS,MTMCKLENNAN,6
9559,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9560,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9561,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9562,0,LICHENS,MTMCKLENNAN,6
9563,0,GRAMINOIDS,MTMCKLENNAN,5
9564,0,BRYOPHYTES,MTMCKLENNAN,1
9565,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9566,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9567,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9568,0,NON VEGETATED,MTMCKLENNAN,7
9569,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9570,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9571,0,LICHENS,MTMCKLENNAN,6
9572,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9573,0,LICHENS,MTMCKLENNAN,6
9574,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9575,0,LICHENS,MTMCKLENNAN,6
9576,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9577,0,LICHENS,MTMCKLENNAN,6
9578,0,BRYOPHYTES,MTMCKLENNAN,1
9579,0,LICHENS,MTMCKLENNAN,6
9580,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9581,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9582,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9583,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9584,0,GRAMINOIDS,MTMCKLENNAN,5
9585,0,BRYOPHYTES,MTMCKLENNAN,1
9586,0,GRAMINOIDS,MTMCKLENNAN,5
9587,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9588,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9589,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9590,0,GRAMINOIDS,MTMCKLENNAN,5
9591,0,GRAMINOIDS,MTMCKLENNAN,5
9592,0,BRYOPHYTES,MTMCKLENNAN,1
9593,0,BRYOPHYTES,MTMCKLENNAN,1
9594,0,BRYOPHYTES,MTMCKLENNAN,1
9595,0,GRAMINOIDS,MTMCKLENNAN,5
9596,0,LICHENS,MTMCKLENNAN,6
9597,0,BRYOPHYTES,MTMCKLENNAN,1
9598,0,LICHENS,MTMCKLENNAN,6
9599,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9600,0,BRYOPHYTES,MTMCKLENNAN,1
9601,0,LICHENS,MTMCKLENNAN,6
9602,0,BRYOPHYTES,MTMCKLENNAN,1
9603,0,BRYOPHYTES,MTMCKLENNAN,1
9604,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9605,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9606,0,GRAMINOIDS,MTMCKLENNAN,5
9607,0,GRAMINOIDS,MTMCKLENNAN,5
9608,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9609,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9610,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9611,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9612,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9613,0,EVERGREEN SHRUBS,MTMCKLENNAN,3
9614,0,DECIDUOUS SHRUBS,MTMCKLENNAN,2
9615,0,LICHENS,MTMCKLENNAN,6
9616,0,LICHENS,MTMCKLENNAN,6
9617,0,LICHENS,MTMCKLENNAN,6
9618,0,NON VEGETATED,MTSTEWART,7
9619,0,DECIDUOUS SHRUBS,MTSTEWART,2
9620,0,DECIDUOUS SHRUBS,MTSTEWART,2
9621,0,EVERGREEN SHRUBS,MTSTEWART,3
9622,0,EVERGREEN SHRUBS,MTSTEWART,3
9623,0,NON VEGETATED,MTSTEWART,7
9624,0,NON VEGETATED,MTSTEWART,7
9625,0,BRYOPHYTES,MTSTEWART,1
9626,0,EVERGREEN SHRUBS,MTSTEWART,3
9627,0,GRAMINOIDS,MTSTEWART,5
9628,0,BRYOPHYTES,MTSTEWART,1
9629,0,NON VEGETATED,MTSTEWART,7
9630,0,DECIDUOUS SHRUBS,MTSTEWART,2
9631,0,BRYOPHYTES,MTSTEWART,1
9632,0,DECIDUOUS SHRUBS,MTSTEWART,2
9633,0,NON VEGETATED,MTSTEWART,7
9634,0,BRYOPHYTES,MTSTEWART,1
9635,0,DECIDUOUS SHRUBS,MTSTEWART,2
9636,0,BRYOPHYTES,MTSTEWART,1
9637,0,NON VEGETATED,MTSTEWART,7
9638,0,EVERGREEN SHRUBS,MTSTEWART,3
9639,0,BRYOPHYTES,MTSTEWART,1
9640,0,BRYOPHYTES,MTSTEWART,1
9641,0,BRYOPHYTES,MTSTEWART,1
9642,0,DECIDUOUS SHRUBS,MTSTEWART,2
9643,0,BRYOPHYTES,MTSTEWART,1
9644,0,BRYOPHYTES,MTSTEWART,1
9645,0,BRYOPHYTES,MTSTEWART,1
9646,0,GRAMINOIDS,MTSTEWART,5
9647,0,GRAMINOIDS,MTSTEWART,5
9648,0,NON VEGETATED,MTSTEWART,7
9649,0,DECIDUOUS SHRUBS,MTSTEWART,2
9650,0,NON VEGETATED,MTSTEWART,7
9651,0,BRYOPHYTES,MTSTEWART,1
9652,0,NON VEGETATED,MTSTEWART,7
9653,0,NON VEGETATED,MTSTEWART,7
9654,0,LICHENS,MTSTEWART,6
9655,0,EVERGREEN SHRUBS,MTSTEWART,3
9656,0,BRYOPHYTES,MTSTEWART,1
9657,0,EVERGREEN SHRUBS,MTSTEWART,3
9658,0,EVERGREEN SHRUBS,MTSTEWART,3
9659,0,NON VEGETATED,MTSTEWART,7
9660,0,DECIDUOUS SHRUBS,MTSTEWART,2
9661,0,NON VEGETATED,MTSTEWART,7
9662,0,DECIDUOUS SHRUBS,MTSTEWART,2
9663,0,NON VEGETATED,MTSTEWART,7
9664,0,BRYOPHYTES,MTSTEWART,1
9665,0,NON VEGETATED,MTSTEWART,7
9666,0,BRYOPHYTES,MTSTEWART,1
9667,0,BRYOPHYTES,MTSTEWART,1
9668,0,LICHENS,MTSTEWART,6
9669,0,LICHENS,MTSTEWART,6
9670,0,GRAMINOIDS,MTSTEWART,5
9671,0,GRAMINOIDS,MTSTEWART,5
9672,0,EVERGREEN SHRUBS,MTSTEWART,3
9673,0,GRAMINOIDS,MTSTEWART,5
9674,0,GRAMINOIDS,MTSTEWART,5
9675,0,BRYOPHYTES,MTSTEWART,1
9676,0,BRYOPHYTES,MTSTEWART,1
9677,0,BRYOPHYTES,MTSTEWART,1
9678,0,NON VEGETATED,MTSTEWART,7
9679,0,NON VEGETATED,MTSTEWART,7
9680,0,BRYOPHYTES,MTSTEWART,1
9681,0,NON VEGETATED,MTSTEWART,7
9682,0,BRYOPHYTES,MTSTEWART,1
9683,0,BRYOPHYTES,MTSTEWART,1
9684,0,BRYOPHYTES,MTSTEWART,1
9685,0,BRYOPHYTES,MTSTEWART,1
9686,0,BRYOPHYTES,MTSTEWART,1
9687,0,DECIDUOUS SHRUBS,MTSTEWART,2
9688,0,BRYOPHYTES,MTSTEWART,1
9689,0,NON VEGETATED,MTSTEWART,7
9690,0,NON VEGETATED,MTSTEWART,7
9691,0,DECIDUOUS SHRUBS,MTSTEWART,2
9692,0,EVERGREEN SHRUBS,MTSTEWART,3
9693,0,BRYOPHYTES,MTSTEWART,1
9694,0,BRYOPHYTES,MTSTEWART,1
9695,0,NON VEGETATED,MTSTEWART,7
9696,0,NON VEGETATED,MTSTEWART,7
9697,0,DECIDUOUS SHRUBS,MTSTEWART,2
9698,0,NON VEGETATED,MTSTEWART,7
9699,0,NON VEGETATED,MTSTEWART,7
9700,0,EVERGREEN SHRUBS,NORTHLADUE,3
9701,0,EVERGREEN SHRUBS,NORTHLADUE,3
9702,0,EVERGREEN SHRUBS,NORTHLADUE,3
9703,0,EVERGREEN SHRUBS,NORTHLADUE,3
9704,0,BRYOPHYTES,NORTHLADUE,1
9705,0,BRYOPHYTES,NORTHLADUE,1
9706,0,NON VEGETATED,NORTHLADUE,7
9707,0,NON VEGETATED,NORTHLADUE,7
9708,0,EVERGREEN SHRUBS,NORTHLADUE,3
9709,0,NON VEGETATED,NORTHLADUE,7
9710,0,EVERGREEN SHRUBS,NORTHLADUE,3
9711,0,EVERGREEN SHRUBS,NORTHLADUE,3
9712,0,LICHENS,NORTHLADUE,6
9713,0,EVERGREEN SHRUBS,NORTHLADUE,3
9714,0,EVERGREEN SHRUBS,NORTHLADUE,3
9715,0,EVERGREEN SHRUBS,NORTHLADUE,3
9716,0,NON VEGETATED,NORTHLADUE,7
9717,0,EVERGREEN SHRUBS,NORTHLADUE,3
9718,0,NON VEGETATED,NORTHLADUE,7
9719,0,EVERGREEN SHRUBS,NORTHLADUE,3
9720,0,BRYOPHYTES,NORTHLADUE,1
9721,0,BRYOPHYTES,NORTHLADUE,1
9722,0,GRAMINOIDS,NORTHLADUE,5
9723,0,EVERGREEN SHRUBS,NORTHLADUE,3
9724,0,GRAMINOIDS,NORTHLADUE,5
9725,0,GRAMINOIDS,NORTHLADUE,5
9726,0,EVERGREEN SHRUBS,NORTHLADUE,3
9727,0,NON VEGETATED,NORTHLADUE,7
9728,0,NON VEGETATED,NORTHLADUE,7
9729,0,DECIDUOUS SHRUBS,NORTHLADUE,2
9730,0,BRYOPHYTES,NORTHLADUE,1
9731,0,DECIDUOUS SHRUBS,NORTHLADUE,2
9732,0,NON VEGETATED,NORTHLADUE,7
9733,0,LICHENS,NORTHLADUE,6
9734,0,NON VEGETATED,NORTHLADUE,7
9735,0,EVERGREEN SHRUBS,NORTHLADUE,3
9736,0,GRAMINOIDS,NORTHLADUE,5
9737,0,GRAMINOIDS,NORTHLADUE,5
9738,0,EVERGREEN SHRUBS,NORTHLADUE,3
9739,0,EVERGREEN SHRUBS,NORTHLADUE,3
9740,0,DECIDUOUS SHRUBS,NORTHLADUE,2
9741,0,DECIDUOUS SHRUBS,NORTHLADUE,2
9742,0,EVERGREEN SHRUBS,NORTHLADUE,3
9743,0,GRAMINOIDS,NORTHLADUE,5
9744,0,GRAMINOIDS,NORTHLADUE,5
9745,0,EVERGREEN SHRUBS,NORTHLADUE,3
9746,0,EVERGREEN SHRUBS,NORTHLADUE,3
9747,0,GRAMINOIDS,NORTHLADUE,5
9748,0,NON VEGETATED,NORTHLADUE,7
9749,0,EVERGREEN SHRUBS,OBRIAN,3
9750,0,NON VEGETATED,OBRIAN,7
9751,0,EVERGREEN SHRUBS,OBRIAN,3
9752,0,EVERGREEN SHRUBS,OBRIAN,3
9753,0,EVERGREEN SHRUBS,OBRIAN,3
9754,0,NON VEGETATED,OBRIAN,7
9755,0,EVERGREEN SHRUBS,OBRIAN,3
9756,0,EVERGREEN SHRUBS,OBRIAN,3
9757,0,EVERGREEN SHRUBS,OBRIAN,3
9758,0,EVERGREEN SHRUBS,OBRIAN,3
9759,0,EVERGREEN SHRUBS,OBRIAN,3
9760,0,EVERGREEN SHRUBS,OBRIAN,3
9761,0,FORBS,OBRIAN,4
9762,0,FORBS,OBRIAN,4
9763,0,FORBS,OBRIAN,4
9764,0,LICHENS,OBRIAN,6
9765,0,LICHENS,OBRIAN,6
9766,0,LICHENS,OBRIAN,6
9767,0,LICHENS,OBRIAN,6
9768,0,EVERGREEN SHRUBS,OBRIAN,3
9769,0,BRYOPHYTES,OBRIAN,1
9770,0,GRAMINOIDS,OBRIAN,5
9771,0,GRAMINOIDS,OBRIAN,5
9772,0,LICHENS,OBRIAN,6
9773,0,LICHENS,OBRIAN,6
9774,0,LICHENS,OBRIAN,6
9775,0,LICHENS,OBRIAN,6
9776,0,LICHENS,OBRIAN,6
9777,0,GRAMINOIDS,OBRIAN,5
9778,0,GRAMINOIDS,OBRIAN,5
9779,0,DECIDUOUS SHRUBS,OBRIAN,2
9780,0,DECIDUOUS SHRUBS,OBRIAN,2
9781,0,DECIDUOUS SHRUBS,OBRIAN,2
9782,0,DECIDUOUS SHRUBS,OBRIAN,2
9783,0,DECIDUOUS SHRUBS,OBRIAN,2
9784,0,GRAMINOIDS,OBRIAN,5
9785,0,LICHENS,OBRIAN,6
9786,0,LICHENS,OBRIAN,6
9787,0,LICHENS,OBRIAN,6
9788,0,DECIDUOUS SHRUBS,OBRIAN,2
9789,0,EVERGREEN SHRUBS,OBRIAN,3
9790,0,DECIDUOUS SHRUBS,OBRIAN,2
9791,0,DECIDUOUS SHRUBS,OBRIAN,2
9792,0,DECIDUOUS SHRUBS,OBRIAN,2
9793,0,DECIDUOUS SHRUBS,OBRIAN,2
9794,0,GRAMINOIDS,OBRIAN,5
9795,0,LICHENS,OBRIAN,6
9796,0,LICHENS,OBRIAN,6
9797,0,LICHENS,OBRIAN,6
9798,0,LICHENS,OBRIAN,6
9799,0,DECIDUOUS SHRUBS,OBRIAN,2
