"site_code","quadrat_num","PFT","weight_observed","cover_observed","cover_predicted","quad_label","weight_predicted_ci","weight_predicted","weight_predicted_lwr","weight_predicted_upr"
"SWEDE","70m","DECIDUOUS SHRUBS",8.357,"10","12.08","SWEDE 70m",10.43243056,14.49185716,9.744568879,19.6751203
"SWEDE","70m","EVERGREEN SHRUBS",11.699,"10.01","23.45","SWEDE 70m",15.59135646,23.73336052,15.92904416,35.15298829
"SWEDE","70m","FORBS",0.545,"45","19.28","SWEDE 70m",15.68199994,14.66939515,8.156581608,22.80322858
"SWEDE","70m","GRAMINOIDS",3.146,"25","30.45","SWEDE 70m",6.294883889,12.29640085,9.627477535,14.9912876
"SWEDE","70m","LICHENS",0,"0","0.79","SWEDE 70m",0.053119403,0,0.117755417,0.022064917
"SWEDE","90m","DECIDUOUS SHRUBS",14.466,"24","14.07","SWEDE 90m",5.903880393,7.652023351,4.47069306,11.50923038
"SWEDE","90m","EVERGREEN SHRUBS",27.039,"31.01","19.77","SWEDE 90m",12.76270454,17.17241994,12.72890814,24.52175105
"SWEDE","90m","FORBS",1.362,"9","32.81","SWEDE 90m",16.7294221,15.82146188,7.76311359,24.76630952
"SWEDE","90m","GRAMINOIDS",1.254,"6","7.09","SWEDE 90m",1.580820553,2.117384845,1.538440285,3.004562468
"SWEDE","90m","LICHENS",5.105,"14","7.37","SWEDE 90m",3.262895829,2.007328397,0.742897875,3.977626414
"THISTLE","10m","DECIDUOUS SHRUBS",1.371,"2","0.86","THISTLE 10m",0.053570755,0.254737005,0.171973186,0.122719228
"THISTLE","10m","EVERGREEN SHRUBS",24.032,"22.01","17.87","THISTLE 10m",7.83957184,12.69051718,9.424865546,17.10195514
"THISTLE","10m","FORBS",4.628,"20","10.83","THISTLE 10m",6.546627803,5.06010204,2.356176506,8.898706716
"THISTLE","10m","GRAMINOIDS",3.416,"8.01","26.62","THISTLE 10m",4.234479443,10.75539495,7.518662593,14.55173808
"THISTLE","10m","LICHENS",56.449,"46.02","41.64","THISTLE 10m",58.4467652,60.33311235,35.52044767,91.33192233
"THISTLE","30m","DECIDUOUS SHRUBS",30.345,"26.01","16.68","THISTLE 30m",12.51884564,20.67651573,15.99602231,27.38513793
"THISTLE","30m","EVERGREEN SHRUBS",31.944,"42","51.53","THISTLE 30m",20.38974146,34.23904745,24.78659749,45.53272931
"THISTLE","30m","FORBS",0,"0","0.48","THISTLE 30m",0.230018023,0.342086039,0.237941349,0.467959359
"THISTLE","30m","GRAMINOIDS",3.023,"4","10.38","THISTLE 30m",2.145204773,4.158204256,2.953253291,5.309610816
"THISTLE","30m","LICHENS",21.192,"18.02","6.07","THISTLE 30m",7.061044325,8.215562691,4.878603242,11.3849552
"THISTLE","50m","DECIDUOUS SHRUBS",18.851,"21","26.69","THISTLE 50m",15.90737397,28.6043274,20.45500951,37.3236453
"THISTLE","50m","EVERGREEN SHRUBS",31.077,"48","54.78","THISTLE 50m",21.43352513,36.3917797,26.89576191,47.23103231
"THISTLE","50m","FORBS",0,"0","1.53","THISTLE 50m",0.745691409,0.728814259,0.570214333,1.15837332
"THISTLE","50m","GRAMINOIDS",3.519,"6","12.56","THISTLE 50m",2.237157224,4.0977506,3.242041963,6.051513514
"THISTLE","70m","EVERGREEN SHRUBS",13.284,"30.01","32.86","THISTLE 70m",7.177214617,11.39646998,8.45748665,15.25475373
"THISTLE","70m","GRAMINOIDS",4.381,"20","42.67","THISTLE 70m",2.987340792,7.088829195,5.384265507,8.628574331
"THISTLE","70m","LICHENS",62.708,"38.03","9.58","THISTLE 70m",6.448873865,7.224026534,4.198022324,10.51077198
"THISTLE","90m","DECIDUOUS SHRUBS",7.935,"19","1.09","THISTLE 90m",0.209073145,0.185366043,0.190335095,0.384867609
"THISTLE","90m","EVERGREEN SHRUBS",1.374,"2","10.73","THISTLE 90m",2.31726259,3.492106892,2.349840103,3.911309378
"THISTLE","90m","FORBS",2.887,"2","0.38","THISTLE 90m",0.045890642,0.036492087,0.017153628,0.10995602
"THISTLE","90m","GRAMINOIDS",2.113,"6","2.23","THISTLE 90m",0.228725286,0.188285341,0.168535106,0.48083248
"THISTLE","90m","LICHENS",61.057,"67.01","47.25","THISTLE 90m",23.27290263,25.4358858,14.74193318,37.92031254
"TOPOFTHEWORLD","10m","GRAMINOIDS",2.74,"10","1","TOPOFTHEWORLD 10m",0.020583823,0.01453367,0.006063793,0.026647618
"TOPOFTHEWORLD","10m","LICHENS",46.86,"60","21.9","TOPOFTHEWORLD 10m",8.860504385,20.89350985,16.4247851,25.90921493
"TOPOFTHEWORLD","90m","GRAMINOIDS",2.76,"20","2.55","TOPOFTHEWORLD 90m",0.638078665,0.874659183,0.554972956,1.131716184
"TOPOFTHEWORLD","90m","LICHENS",23.92,"30.02","37.22","TOPOFTHEWORLD 90m",5.287298521,13.07810909,10.71087076,15.82997931
"TOWYK","10m","LICHENS",15.87,"16","1.24","TOWYK 10m",0.224872407,0.409951467,0.307365471,0.532237872
"TOWYK","30m","LICHENS",9.84,"16","2.58","TOWYK 30m",0.20883885,0.35138455,0.229331519,0.32222186
"TOWYK","50m","LICHENS",10.47,"7","1.75","TOWYK 50m",0.019726276,0.053052753,0.043648034,0.063374311
"TOWYK","70m","DECIDUOUS SHRUBS",0,"0","17.12","TOWYK 70m",2.849640573,7.445889336,6.182632167,9.00861203
"TOWYK","70m","EVERGREEN SHRUBS",32.59,"18","59.28","TOWYK 70m",10.89395515,28.79541619,23.61052521,34.61209391
"TOWYK","70m","LICHENS",33.48,"63","2.82","TOWYK 70m",0.44040253,0.56083264,0.428383771,0.826751867
"TOWYK","90m","LICHENS",3.67,"16","0.76","TOWYK 90m",0.062906394,0.086210728,0.07092806,0.047600958
"TWELVEMILE","0m","LICHENS",259.57,"90.01","89.22","TWELVEMILE 0m",1.279806421,3.060240595,2.453156926,3.738310423
"TWELVEMILE","10m","GRAMINOIDS",3.25,"3","11.46","TWELVEMILE 10m",4.2099407,4.289203563,2.681382419,6.398770981
"TWELVEMILE","10m","LICHENS",172.91,"75.01","59.19","TWELVEMILE 10m",2.400678227,4.693396434,3.880090064,6.251951627
"TWELVEMILE","30m","DECIDUOUS SHRUBS",103.29,"68","63.62","TWELVEMILE 30m",62.91197693,107.3606284,80.50236818,139.5775444
"TWELVEMILE","30m","EVERGREEN SHRUBS",17.31,"2","0.49","TWELVEMILE 30m",0.080432273,0.245243087,0.206675664,0.287107944
"TWELVEMILE","30m","GRAMINOIDS",0.97,"0.01","0.52","TWELVEMILE 30m",0.181034856,0.357620731,0.143940784,0
"TWELVEMILE","30m","LICHENS",189.95,"30.03","7.54","TWELVEMILE 30m",0.621050377,1.588190151,0.96429315,1.707378077
"TWELVEMILE","50m","GRAMINOIDS",2.56,"5","4.22","TWELVEMILE 50m",0.765258281,0.822724191,0.43969116,1.261892979
"TWELVEMILE","50m","LICHENS",93.15,"80.01","74.72","TWELVEMILE 50m",2.53492563,5.961953608,4.840034919,7.359003957
"TWELVEMILE","90m","GRAMINOIDS",0,"0","5.75","TWELVEMILE 90m",0.962996749,1.468775129,0.661966209,1.772365478
"TWELVEMILE","90m","LICHENS",110.05,"50.02","24.51","TWELVEMILE 90m",0.974720126,1.860194141,1.421927911,2.273650792
"UPPERPALDO","10m","LICHENS",5.53,"17","2.01","UPPERPALDO 10m",0.008365429,0.02216735,0.01025648,0.01497544
"UPPERPALDO","30m","DECIDUOUS SHRUBS",0,"4","0.17","UPPERPALDO 30m",0.002573978,0.006820723,0.005594444,0.008168423
"UPPERPALDO","30m","EVERGREEN SHRUBS",7.3,"16","23.45","UPPERPALDO 30m",2.59017585,4.358732468,3.178218447,5.766182868
"UPPERPALDO","30m","GRAMINOIDS",2.72,"20","35.53","UPPERPALDO 30m",3.009944253,2.610066342,1.347430327,4.342389978
"UPPERPALDO","30m","LICHENS",43.84,"35","4.22","UPPERPALDO 30m",0.125378532,0.124795709,0.071017587,0.196396119
"UPPERPALDO","50m","DECIDUOUS SHRUBS",99.01,"47","87.75","UPPERPALDO 50m",49.09342386,84.7930553,62.01253188,110.8956994
"UPPERPALDO","50m","GRAMINOIDS",4.34,"10","0.99","UPPERPALDO 50m",0.563652322,0.803891886,0.55076492,1.114417255
"UPPERPALDO","70m","DECIDUOUS SHRUBS",164.04,"75","88.41","UPPERPALDO 70m",94.95311355,163.791605,119.7569077,214.710021
"UPPERPALDO","70m","EVERGREEN SHRUBS",0.66,"0","4.47","UPPERPALDO 70m",1.904581527,3.295709762,2.41395849,4.318540056
"UPPERPALDO","70m","GRAMINOIDS",4.49,"8.01","1.54","UPPERPALDO 70m",0.558018919,0.614953205,0.372342139,0.930361062
"UPPERPALDO","90m","GRAMINOIDS",1.61,"8","14.71","UPPERPALDO 90m",1.353881783,1.466866861,0.904618557,2.270110515
"UPPERPALDO","90m","LICHENS",6.81,"19.02","3.25","UPPERPALDO 90m",0.053527778,0.147335864,0.086780271,0.149478101
"UPPERQUARRY","10m","DECIDUOUS SHRUBS",6.22,"14.01","0.41","UPPERQUARRY 10m",0.483088387,0.502898313,0.557481609,0.968975313
"UPPERQUARRY","10m","EVERGREEN SHRUBS",20.73,"18","22.56","UPPERQUARRY 10m",25.26875209,44.93905127,29.92248142,52.95328903
"UPPERQUARRY","10m","GRAMINOIDS",7.936,"53","74.3","UPPERQUARRY 10m",105.8553463,106.7844094,63.46036349,171.2188854
"UPPERQUARRY","10m","LICHENS",28.006,"8.02","2.25","UPPERQUARRY 10m",1.145840449,1.0311925,0.707149949,2.32973573
"UPPERQUARRY","30m","DECIDUOUS SHRUBS",3.759,"6","3.67","UPPERQUARRY 30m",0.53065007,1.295308559,0.972525256,1.59211836
"UPPERQUARRY","30m","EVERGREEN SHRUBS",18.353,"10","30.87","UPPERQUARRY 30m",5.968529478,10.93107149,8.014069924,14.15550509
"UPPERQUARRY","30m","GRAMINOIDS",12.412,"75","61.82","UPPERQUARRY 30m",21.83500681,22.22592267,13.01192781,34.44382173
"UPPERQUARRY","30m","LICHENS",0.32,"0.01","0.23","UPPERQUARRY 30m",0,0.048098851,0,0
"UPPERQUARRY","50m","DECIDUOUS SHRUBS",4.749,"5","5.59","UPPERQUARRY 50m",2.492362157,5.455051284,4.231176985,7.230629692
"UPPERQUARRY","50m","EVERGREEN SHRUBS",28.166,"15","24.46","UPPERQUARRY 50m",11.37362736,19.34331225,14.26075982,23.56235839
"UPPERQUARRY","50m","LICHENS",18.873,"15.02","2.53","UPPERQUARRY 50m",0.529437064,0.7330367,0.372568593,0.871660709
"UPPERQUARRY","70m","DECIDUOUS SHRUBS",7.6,"17.01","1.34","UPPERQUARRY 70m",0.538058586,0.84112293,0.593077129,1.145283189
"UPPERQUARRY","70m","EVERGREEN SHRUBS",8.043,"10","12.28","UPPERQUARRY 70m",3.083413688,5.268015312,3.686059026,7.07285021
"UPPERQUARRY","70m","GRAMINOIDS",5.047,"50.01","82.9","UPPERQUARRY 70m",34.91074344,34.86927015,19.78879797,54.43432163
"UPPERQUARRY","70m","LICHENS",7.315,"7","2.1","UPPERQUARRY 70m",0.394218378,0.260841721,0.152894303,0.462297184
"UPPERQUARRY","90m","DECIDUOUS SHRUBS",4.823,"25","1.19","UPPERQUARRY 90m",0.169710977,0.290503666,0.202151056,0.254582979
"UPPERQUARRY","90m","EVERGREEN SHRUBS",29.907,"29","32.02","UPPERQUARRY 90m",11.45736538,17.74763296,13.01591224,23.84029343
"UPPERQUARRY","90m","GRAMINOIDS",6.166,"35","64.9","UPPERQUARRY 90m",32.42199064,36.03749856,21.35637429,54.46436366
"UPPERQUARRY","90m","LICHENS",22.172,"8.03","1.77","UPPERQUARRY 90m",0.398399787,0.388824021,0.181240156,0.643904498
"WHEATEAR","10m","EVERGREEN SHRUBS",35.918,"31","36.49","WHEATEAR 10m",10.19011013,24.09702247,19.53521125,29.82965106
"WHEATEAR","10m","FORBS",0.519,"4","1.42","WHEATEAR 10m",0.014205938,0.012111329,0.006049785,0.020255724
"WHEATEAR","10m","GRAMINOIDS",1.103,"9","16.42","WHEATEAR 10m",1.415565865,3.145011391,2.4903649,4.016795971
"WHEATEAR","10m","LICHENS",23.411,"40","33.13","WHEATEAR 10m",17.31489474,23.84544315,15.72985912,32.80771141
"WHEATEAR","30m","DECIDUOUS SHRUBS",0.203,"2","1.06","WHEATEAR 30m",0.008127396,0.011997299,0.012190784,0.015238635
"WHEATEAR","30m","EVERGREEN SHRUBS",26.358,"39","49.37","WHEATEAR 30m",7.141736677,17.09487155,13.86896404,20.89636097
"WHEATEAR","30m","FORBS",0,"0.01","1.61","WHEATEAR 30m",0.338015217,0.393648912,0.236064095,0.581630139
"WHEATEAR","30m","GRAMINOIDS",3.111,"15.01","24.43","WHEATEAR 30m",1.196211095,2.542739104,2.004891737,3.172015664
"WHEATEAR","30m","LICHENS",19.16,"36.02","12.63","WHEATEAR 30m",3.545713839,4.968523073,3.204426019,6.933142146
"WHEATEAR","50m","EVERGREEN SHRUBS",6.314,"14","15.39","WHEATEAR 50m",3.688247828,8.255595461,6.531825173,10.21675021
"WHEATEAR","50m","FORBS",0.869,"2","2.04","WHEATEAR 50m",0.017047126,0.004844532,0.002419914,0.008102289
"WHEATEAR","50m","GRAMINOIDS",0.277,"4.01","2.18","WHEATEAR 50m",0.255248785,0.625703779,0.510642646,0.765891425
"WHEATEAR","50m","LICHENS",3.571,"6.02","3.77","WHEATEAR 50m",0.920515011,1.459812763,1.030830448,1.967550016
"WHEATEAR","70m","EVERGREEN SHRUBS",2.108,"2","11.54","WHEATEAR 70m",2.400009609,5.925272009,4.770243971,7.171301459
"WHEATEAR","70m","GRAMINOIDS",9.636,"57.01","84.48","WHEATEAR 70m",5.834720329,14.77968449,12.02286,17.85653245
"WHEATEAR","70m","LICHENS",2.194,"3","0.41","WHEATEAR 70m",0.128300292,0.189015436,0.130554661,0.258854947
"WHEATEAR","90m","FORBS",2.101,"1","3.45","WHEATEAR 90m",0.125012253,0.106579693,0.053238109,0.178250364
"WICKERSHAM","10m","DECIDUOUS SHRUBS",119.06,"90","13.91","WICKERSHAM 10m",11.43666507,24.25170247,18.78190364,31.34250597
"WICKERSHAM","10m","EVERGREEN SHRUBS",0,"0.01","10.62","WICKERSHAM 10m",4.605025931,10.243578,7.449917776,11.48088227
"WICKERSHAM","10m","LICHENS",0,"0.02","0.84","WICKERSHAM 10m",0.048996239,0.076487967,0.059602303,0.09365906
"WICKERSHAM","30m","FORBS",0,"0.01","0.02","WICKERSHAM 30m",0.028028172,0,0,0
"WICKERSHAM","30m","GRAMINOIDS",2.32,"5","1.05","WICKERSHAM 30m",0.28955741,0.537854492,0.689000804,1.41523776
"WICKERSHAM","30m","LICHENS",102.57,"50.02","32.83","WICKERSHAM 30m",37.64796965,59.98209782,43.77103963,81.64208576
"WICKERSHAM","50m","GRAMINOIDS",5.2,"5","0.64","WICKERSHAM 50m",0.303388782,0.590370866,0.487497025,0.30174011
"WICKERSHAM","50m","LICHENS",39.06,"15","26.05","WICKERSHAM 50m",23.9292436,40.8026056,29.51563832,52.98935313
"WICKERSHAM","60m","LICHENS",5.7,"10","0.75","WICKERSHAM 60m",0.111551002,0.072842158,0.130600631,0.113004098
"WICKERSHAM","70m","DECIDUOUS SHRUBS",38.37,"50","4.15","WICKERSHAM 70m",1.3341354,2.893942926,2.008252438,3.516590635
"WICKERSHAM","70m","EVERGREEN SHRUBS",0,"0","30.05","WICKERSHAM 70m",15.62898997,35.66245905,27.57236475,42.60520405
"WICKERSHAM","70m","LICHENS",0,"2.01","2.14","WICKERSHAM 70m",1.604238247,2.855983108,2.008674765,4.773587116
"WICKERSHAM","89.5m","EVERGREEN SHRUBS",12.37,"N/A","N/A","WICKERSHAM 89.5m",4.379157915,8.467662359,6.776602105,11.88909594
"WICKERSHAM","89.5m","FORBS",0,"N/A","N/A","WICKERSHAM 89.5m",0.046906322,0.182042472,0.145429619,0.135117739
"WICKERSHAM","89.5m","LICHENS",42.4,"N/A","N/A","WICKERSHAM 89.5m",19.6543795,33.3448324,23.22899457,43.59906266
"WICKERSHAM","90m","EVERGREEN SHRUBS",50.05,"17","32.16","WICKERSHAM 90m",4.946735326,10.14405666,7.931684879,12.87505773
"WICKERSHAM","90m","LICHENS",78.22,"70","23.51","WICKERSHAM 90m",8.248805264,13.9372874,9.937492213,18.77050343
"AMSUMMIT","10m","TOTAL",25.24,"N/A","N/A","AMSUMMIT 10m",11.892052129,28.884303031,23.260641328,35.152693396
"AMSUMMIT","30m","TOTAL",47.77,"N/A","N/A","AMSUMMIT 30m",7.396640837,18.691532128,15.228594389,22.625619088
"AMSUMMIT","50m","TOTAL",28.92,"N/A","N/A","AMSUMMIT 50m",4.675254543,7.157085855,5.024242792,9.717651207
"AMSUMMIT","70m","TOTAL",42.88,"N/A","N/A","AMSUMMIT 70m",38.737438218,74.497320464,56.625411785,95.643237244
"AMSUMMIT","90m","TOTAL",57.14,"N/A","N/A","AMSUMMIT 90m",63.903942872,96.452930996,67.306901882,131.020944847
"AUFEIS","10m","TOTAL",26.18,"N/A","N/A","AUFEIS 10m",13.788378027,25.124127504,18.855701601,32.64357711
"AUFEIS","30m","TOTAL",20.935,"N/A","N/A","AUFEIS 30m",7.838751427,14.991449075,11.418474382,19.365851628
"AUFEIS","50m","TOTAL",22.444,"N/A","N/A","AUFEIS 50m",9.029017355,16.267355482,12.339354286,21.171461358
"AUFEIS","70m","TOTAL",15.431,"N/A","N/A","AUFEIS 70m",5.764019119,8.838994797,6.180473538,12.073276956
"AUFEIS","90m","TOTAL",9.083,"N/A","N/A","AUFEIS 90m",5.192828718,12.12208743,9.685451293,14.989382149
"BABBAGE","10m","TOTAL",66.719,"N/A","N/A","BABBAGE 10m",27.257029699,59.049209108,46.663951588,73.462124661
"BABBAGE","30m","TOTAL",102.181,"N/A","N/A","BABBAGE 30m",44.009211522,91.198198434,71.251579226,115.211372982
"BABBAGE","50m","TOTAL",101.229,"N/A","N/A","BABBAGE 50m",26.678657984,66.574925824,53.729812324,80.503185526
"BABBAGE","70m","TOTAL",90.427,"N/A","N/A","BABBAGE 70m",41.973058769,97.170906993,76.780171191,118.637661878
"BABBAGE","90m","TOTAL",95.203,"N/A","N/A","BABBAGE 90m",40.158958598,90.932098844,71.800326007,112.265283515
"BLOWRIVER","10m","TOTAL",41.686,"N/A","N/A","BLOWRIVER 10m",14.748527908,36.880046492,29.77120794,44.666713464
"BLOWRIVER","30m","TOTAL",50.414,"N/A","N/A","BLOWRIVER 30m",11.345051476,23.374831337,18.126423778,29.444368512
"BLOWRIVER","70m","TOTAL",163.704,"N/A","N/A","BLOWRIVER 70m",71.54603772,120.156419816,87.120819572,158.602969805
"BLOWRIVER","90m","TOTAL",76.915,"N/A","N/A","BLOWRIVER 90m",35.025775511,63.412811015,47.124273301,82.298951261
"BROWNSCREEK","10m","TOTAL",42.193,"N/A","N/A","BROWNSCREEK 10m",6.890149557,9.703127445,6.559677781,13.43745372
"BROWNSCREEK","30m","TOTAL",33.123,"N/A","N/A","BROWNSCREEK 30m",7.700756925,10.605959443,7.154600675,14.932077096
"BROWNSCREEK","50m","TOTAL",319.02,"N/A","N/A","BROWNSCREEK 50m",90.08731251,227.1492461,184.0202446,274.4803828
"BROWNSCREEK","70m","TOTAL",113.008,"N/A","N/A","BROWNSCREEK 70m",47.859658476,106.811830538,84.140071347,131.845651235
"BROWNSCREEK","90m","TOTAL",72.113,"N/A","N/A","BROWNSCREEK 90m",34.212467976,81.516724366,65.169138313,99.13465655
"BUTLER","10m","TOTAL",24.129,"N/A","N/A","BUTLER 10m",19.616463568,33.766761177,24.280768264,44.263587805
"BUTLER","30m","TOTAL",35.941,"N/A","N/A","BUTLER 30m",11.719027236,14.594716568,9.352837975,21.149178862
"BUTLER","50m","TOTAL",17.923,"N/A","N/A","BUTLER 50m",8.474455152,14.64156032,10.77999098,19.269714567
"BUTLER","70m","TOTAL",14.416,"N/A","N/A","BUTLER 70m",0.106130635,0.188402763,0.140108623,0.252528334
"BUTLER","90m","TOTAL",35.322,"N/A","N/A","BUTLER 90m",10.933209391,19.611906585,14.510673717,25.495857993
"CALF","10m","TOTAL",58.628,"N/A","N/A","CALF 10m",25.246109404,70.927104413,58.808666239,84.2008253
"CALF","30m","TOTAL",68.79,"N/A","N/A","CALF 30m",18.296805463,50.399000304,41.718480664,60.109923525
"CALF","50m","TOTAL",40.552,"N/A","N/A","CALF 50m",6.966340711,19.032845801,15.692864438,22.631865672
"CALF","70m","TOTAL",38.055,"N/A","N/A","CALF 70m",16.597043119,44.660934091,36.518214791,53.68477393
"CALF","90m","TOTAL",25.822,"N/A","N/A","CALF 90m",5.912313125,14.713208386,11.905746841,17.818059991
"COALCREEK","10m","TOTAL",93.251,"N/A","N/A","COALCREEK 10m",13.311406291,23.436922535,17.353298107,30.664704517
"COALCREEK","30m","TOTAL",98.305,"N/A","N/A","COALCREEK 30m",28.668601849,61.779008995,48.440696067,77.115841759
"COALCREEK","50m","TOTAL",34.608,"N/A","N/A","COALCREEK 50m",13.331105014,26.45345413,20.332160832,33.742588465
"COALCREEK","70m","TOTAL",17.39,"N/A","N/A","COALCREEK 70m",2.006863076,3.158950805,2.247176982,4.269415103
"COALCREEK","90m","TOTAL",20.945,"N/A","N/A","COALCREEK 90m",1.894697512,3.791309784,2.901812984,4.795809362
"DEW","10m","TOTAL",96.081,"N/A","N/A","DEW 10m",23.056594989,64.182480383,53.041336357,76.095205745
"DEW","30m","TOTAL",23.116,"N/A","N/A","DEW 30m",8.997664978,21.286601961,17.268659768,26.662369876
"DEW","50m","TOTAL",64.179,"N/A","N/A","DEW 50m",13.837606954,35.603114545,29.04101146,42.910850536
"DEW","70m","TOTAL",35.057,"N/A","N/A","DEW 70m",4.481576975,11.412489555,9.667149746,14.16737839
"DEW","90m","TOTAL",17.425,"N/A","N/A","DEW 90m",18.77537366,41.043137243,31.544333286,49.933961388
"EXCELSIOR","10m","TOTAL",40.504,"N/A","N/A","EXCELSIOR 10m",4.80264451,9.147374949,6.763797152,11.472240277
"EXCELSIOR","30m","TOTAL",50.429,"N/A","N/A","EXCELSIOR 30m",15.033678841,25.982005712,19.17496209,34.171438637
"EXCELSIOR","50m","TOTAL",67.91,"N/A","N/A","EXCELSIOR 50m",1.633358159,4.237068057,3.476664082,5.091253162
"EXCELSIOR","70m","TOTAL",173.383,"N/A","N/A","EXCELSIOR 70m",78.551511433,146.679796725,109.929376484,187.119688236
"EXCELSIOR","90m","TOTAL",64.314,"N/A","N/A","EXCELSIOR 90m",14.517987407,26.634352598,19.884389,34.402376488
"FIRTH","10m","TOTAL",8.98,"N/A","N/A","FIRTH 10m",1.605976891,4.211880837,3.496878992,5.057944182
"FIRTH","30m","TOTAL",355.501,"N/A","N/A","FIRTH 30m",211.421971922,362.738166428,264.693505227,476.512187527
"FIRTH","50m","TOTAL",42.743,"N/A","N/A","FIRTH 50m",32.958695759,55.05991325,39.851570364,72.74226945
"FIRTH","70m","TOTAL",8.746,"N/A","N/A","FIRTH 70m",0.5362589,1.17137056,0.936719891,1.507730171
"FIRTH","90m","TOTAL",16.841,"N/A","N/A","FIRTH 90m",7.707160398,12.214599311,8.601774937,16.394625709
"FRYINGPAN","10m","TOTAL",111.92,"N/A","N/A","FRYINGPAN 10m",53.250128471,106.161672077,81.29242383,134.393804569
"FRYINGPAN","30m","TOTAL",54.84,"N/A","N/A","FRYINGPAN 30m",16.897711724,36.028667403,28.103670966,44.876326994
"FRYINGPAN","50m","TOTAL",79.13,"N/A","N/A","FRYINGPAN 50m",31.639216671,48.758134961,34.522879268,66.543753241
"FRYINGPAN","70m","TOTAL",77.31,"N/A","N/A","FRYINGPAN 70m",29.898407105,54.147730727,39.613650719,69.926765857
"FRYINGPAN","90m","TOTAL",108.87,"N/A","N/A","FRYINGPAN 90m",74.121570837,141.48494206,106.355428512,179.78566048
"GRANITE","10m","TOTAL",107.55,"N/A","N/A","GRANITE 10m",71.252802867,112.996335229,79.982966578,151.788026816
"GRANITE","30m","TOTAL",245.64,"N/A","N/A","GRANITE 30m",192.271478085,232.100281801,145.729123313,338.203282954
"GRANITE","50m","TOTAL",53.38,"N/A","N/A","GRANITE 50m",9.276584076,21.151090024,16.733148173,25.994145733
"GRANITE","70m","TOTAL",74.33,"N/A","N/A","GRANITE 70m",27.092533675,56.120373911,43.457807242,70.274015429
"GRANITE","90m","TOTAL",15,"N/A","N/A","GRANITE 90m",8.422798575,14.213587269,10.518797915,18.968938067
"GULCH","10m","TOTAL",53.44,"N/A","N/A","GULCH 10m",66.815861701,74.11457121,45.084415067,111.966942276
"GULCH","30m","TOTAL",54.4,"N/A","N/A","GULCH 30m",32.134672074,53.119439274,38.419052247,70.5615139
"GULCH","50m","TOTAL",70.4,"N/A","N/A","GULCH 50m",56.568968703,90.602533782,64.974789211,121.55694904
"GULCH","70m","TOTAL",227.03,"N/A","N/A","GULCH 70m",192.606779548,255.927412444,169.244213786,361.850993708
"GULCH","90m","TOTAL",90.05,"N/A","N/A","GULCH 90m",44.28403892,65.430668079,45.378417754,89.703177208
"KINGSOLOMON","10m","TOTAL",126.464,"N/A","N/A","KINGSOLOMON 10m",63.799425876,108.747118651,78.094768235,143.927932211
"KINGSOLOMON","30m","TOTAL",179.198,"N/A","N/A","KINGSOLOMON 30m",45.006507239,79.365254432,59.764758365,103.250452253
"KINGSOLOMON","50m","TOTAL",102.679,"N/A","N/A","KINGSOLOMON 50m",32.75972045,58.634430298,43.705275915,76.67064729
"KINGSOLOMON","70m","TOTAL",78.028,"N/A","N/A","KINGSOLOMON 70m",58.060127926,71.348244325,45.506333777,103.560404842
"KINGSOLOMON","90m","TOTAL",262.576,"N/A","N/A","KINGSOLOMON 90m",41.592194852,73.307690157,52.869197448,95.562657471
"LOWERQUARRY","10m","TOTAL",61.436,"N/A","N/A","LOWERQUARRY 10m",10.62087123,25.544920547,20.775569653,31.539923361
"LOWERQUARRY","30m","TOTAL",21.448,"N/A","N/A","LOWERQUARRY 30m",8.730465651,19.231288713,14.840003864,23.67951118
"LOWERQUARRY","50m","TOTAL",47.515,"N/A","N/A","LOWERQUARRY 50m",8.164452162,20.784205788,16.931020767,25.15241002
"LOWERQUARRY","70m","TOTAL",51.257,"N/A","N/A","LOWERQUARRY 70m",31.141754243,52.356098711,37.876343426,69.306439718
"LOWERQUARRY","90m","TOTAL",58.019,"N/A","N/A","LOWERQUARRY 90m",31.221033822,59.62162481,46.809299431,78.112776304
"MATSONCREEK","10m","TOTAL",35.87,"N/A","N/A","MATSONCREEK 10m",28.5649425,29.786363021,17.235906921,45.485159152
"MATSONCREEK","30m","TOTAL",51.93,"N/A","N/A","MATSONCREEK 30m",8.720510776,10.144917707,6.389897529,14.931320301
"MATSONCREEK","50m","TOTAL",54.34,"N/A","N/A","MATSONCREEK 50m",72.984164291,116.821346032,83.532351287,156.337519148
"MATSONCREEK","70m","TOTAL",22.48,"N/A","N/A","MATSONCREEK 70m",11.659972875,11.280459331,6.223360559,17.743646411
"MATSONCREEK","90m","TOTAL",23.31,"N/A","N/A","MATSONCREEK 90m",16.077759089,16.660804355,9.643890897,24.472188006
"MOLLYCREEK","10m","TOTAL",240.01,"N/A","N/A","MOLLYCREEK 10m",148.532464626,246.633380161,176.980574325,326.471325314
"MOLLYCREEK","30m","TOTAL",47.39,"N/A","N/A","MOLLYCREEK 30m",5.081972471,9.073386017,6.785740267,11.907314333
"MOLLYCREEK","50m","TOTAL",93.74,"N/A","N/A","MOLLYCREEK 50m",20.759706342,33.842209645,24.237477287,45.308618903
"MOLLYCREEK","70m","TOTAL",171.75,"N/A","N/A","MOLLYCREEK 70m",70.455863635,116.474301137,83.999426679,154.413934122
