site_code,quadrat_num,species_code,cover_percent,PFT_fine,PFT_coarse,site_date,measurement_scale
UPPERGOODPASTER,40m,STEREO,3,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,40m,ALEOCH,0.5,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,40m,CLAMIT,0.5,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,40m,SPHGLO,0.125,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,40m,THAVER,0.125,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,40m,CAREX,5,SEDGES,GRAMINOIDS,5/24/2018,0.25
UPPERGOODPASTER,40m,LICHEN TOTAL,5,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,40m,SHRUB TOTAL,70,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,40m,GRAMINOID TOTAL,5,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,40m,FORB TOTAL,0,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,50m,MOSS,30,BRYOPHYTES,BRYOPHYTES,5/24/2018,0.25
UPPERGOODPASTER,50m,BETUL,12,DECIDUOUS SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,50m,SALRET,0.6,DECIDUOUS SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,50m,VACVIT,35.4,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,50m,DRYAS,12,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,50m,FLACUC,2.2,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,50m,STEREO,2.2,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,50m,ASACHR,1.2,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,50m,CLAMIT,2.2,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,50m,ALENIG,1.1,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,50m,SPHGLO,1.1,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,50m,LICHEN TOTAL,10,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,50m,SHRUB TOTAL,60,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,50m,GRAMINOID TOTAL,0,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,50m,FORB TOTAL,0,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,60m,MOSS,5,BRYOPHYTES,BRYOPHYTES,5/24/2018,0.25
UPPERGOODPASTER,60m,BETUL,81,DECIDUOUS SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,60m,VACVIT,4.5,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,60m,EMPNIG,4.5,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,60m,CAREX,5,SEDGES,GRAMINOIDS,5/24/2018,0.25
UPPERGOODPASTER,60m,LICHEN TOTAL,0,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,60m,SHRUB TOTAL,90,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,60m,GRAMINOID TOTAL,5,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,60m,FORB TOTAL,0,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,70m,MOSS,5,BRYOPHYTES,BRYOPHYTES,5/24/2018,0.25
UPPERGOODPASTER,70m,DRYAS,60,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,70m,VACVIT,7.5,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,70m,RHOLAP,7.5,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,70m,SPHGLO,2.8,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,70m,FLACUC,2.3,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,70m,THAVER,0.3,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,70m,CLAMIT,2.8,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,70m,STEREO,1.8,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,70m,ROCK,5,ROCKS,ROCKS,5/24/2018,0.25
UPPERGOODPASTER,70m,CAREX,5,SEDGES,GRAMINOIDS,5/24/2018,0.25
UPPERGOODPASTER,70m,LICHEN TOTAL,10,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,70m,SHRUB TOTAL,75,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,70m,GRAMINOID TOTAL,5,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,70m,FORB TOTAL,0,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,80m,MOSS,10,BRYOPHYTES,BRYOPHYTES,5/24/2018,0.25
UPPERGOODPASTER,80m,DRYAS,24.75,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,80m,KALPRO,30.25,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,80m,STEREO,10,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,80m,CLAMIT,2.5,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,80m,CETRA,2.5,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,80m,SPHGLO,2.5,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,80m,ALENIG,7.5,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,80m,ROCK,10,ROCKS,ROCKS,5/24/2018,0.25
UPPERGOODPASTER,80m,LICHEN TOTAL,25,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,80m,SHRUB TOTAL,55,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,80m,GRAMINOID TOTAL,0,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,80m,FORB TOTAL,0,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,90m,MOSS,10,BRYOPHYTES,BRYOPHYTES,5/24/2018,0.25
UPPERGOODPASTER,90m,BETUL,58.8,DECIDUOUS SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,90m,VACVIT,16.8,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,90m,EMPNIG,8.4,EVERGREEN SHRUBS,SHRUBS,5/24/2018,0.25
UPPERGOODPASTER,90m,GRASS UNK,5,GRAMINOIDS,GRAMINOIDS,5/24/2018,0.25
UPPERGOODPASTER,90m,CLAMIT,0.85,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,90m,FLACUC,0.15,LICHENS,LICHENS,5/24/2018,0.25
UPPERGOODPASTER,90m,LICHEN TOTAL,1,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,90m,SHRUB TOTAL,84,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,90m,GRAMINOID TOTAL,5,TOTAL,TOTAL,5/24/2018,0.25
UPPERGOODPASTER,90m,FORB TOTAL,0,TOTAL,TOTAL,5/24/2018,0.25
UPPERJOSEPH,0m,BARE,10,BARE GROUND,BARE GROUND,5/23/2018,0.25
UPPERJOSEPH,0m,MOSS,25,BRYOPHYTES,BRYOPHYTES,5/23/2018,0.25
UPPERJOSEPH,0m,BETUL,25,DECIDUOUS SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,0m,CLADO,2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,0m,CLARAN,3,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,0m,CETRA,1,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,0m,MASRIC,2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,0m,STEREO,2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,0m,CAREX,15,SEDGES,GRAMINOIDS,5/23/2018,0.25
UPPERJOSEPH,0m,LICHEN TOTAL,10,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,0m,SHRUB TOTAL,25,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,0m,GRAMINOID TOTAL,15,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,0m,FORB TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,10m,BARE,12.5,BARE GROUND,BARE GROUND,5/23/2018,0.25
UPPERJOSEPH,10m,BETUL,22.2,DECIDUOUS SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,10m,EMPNIG,44.4,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,10m,VACVIT,7.4,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,10m,FLACUC,0.95,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,10m,MASRIC,0.05,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,10m,ROCK,12.5,ROCKS,ROCKS,5/23/2018,0.25
UPPERJOSEPH,10m,LICHEN TOTAL,1,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,10m,SHRUB TOTAL,74,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,10m,GRAMINOID TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,10m,FORB TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,20m,MOSS,75,BRYOPHYTES,BRYOPHYTES,5/23/2018,0.25
UPPERJOSEPH,20m,BETUL,6,DECIDUOUS SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,20m,EMPNIG,7.5,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,20m,VACVIT,1.5,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,20m,LICHEN,8,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,20m,CETRA,1.7,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,20m,THAVER,0.2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,20m,CLARAN,0.1,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,20m,DACARC,0.01,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,20m,MASRIC,0.01,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,20m,LICHEN TOTAL,10,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,20m,SHRUB TOTAL,15,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,20m,GRAMINOID TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,20m,FORB TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,30m,BARE,15,BARE GROUND,BARE GROUND,5/23/2018,0.25
UPPERJOSEPH,30m,MOSS,10,BRYOPHYTES,BRYOPHYTES,5/23/2018,0.25
UPPERJOSEPH,30m,SALPHL,0.5,DECIDUOUS SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,30m,BETUL,9.5,DECIDUOUS SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,30m,CETRA,34,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,30m,CLARAN,2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,30m,CETTIL,2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,30m,SPHGLO,1,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,30m,DACARC,1,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,30m,ROCK,15,ROCKS,ROCKS,5/23/2018,0.25
UPPERJOSEPH,30m,CAREX,10,SEDGES,GRAMINOIDS,5/23/2018,0.25
UPPERJOSEPH,30m,LICHEN TOTAL,40,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,30m,SHRUB TOTAL,10,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,30m,GRAMINOID TOTAL,10,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,30m,FORB TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,40m,MOSS,22,BRYOPHYTES,BRYOPHYTES,5/23/2018,0.25
UPPERJOSEPH,40m,SALPHL,5,DECIDUOUS SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,40m,BETUL,2.5,DECIDUOUS SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,40m,DRYAS,42.5,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,40m,CETRA,2.55,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,40m,STEREO,2.15,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,40m,CLAMIT,0.15,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,40m,DACARC,0.15,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,40m,ROCK,22,ROCKS,ROCKS,5/23/2018,0.25
UPPERJOSEPH,40m,CAREX,1,SEDGES,GRAMINOIDS,5/23/2018,0.25
UPPERJOSEPH,40m,LICHEN TOTAL,5,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,40m,SHRUB TOTAL,50,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,40m,GRAMINOID TOTAL,1,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,40m,FORB TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,50m,MOSS,19.5,BRYOPHYTES,BRYOPHYTES,5/23/2018,0.25
UPPERJOSEPH,50m,SALPHL,5,DECIDUOUS SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,50m,BETNAN,20,DECIDUOUS SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,50m,DRYAS,20,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,50m,VACVIT,2.5,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,50m,CETRA,7.4,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,50m,CLARAN,0.5,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,50m,CLAMIT,1,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,50m,MASRIC,1,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,50m,THAVER,0.1,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,50m,ROCK,19.5,ROCKS,ROCKS,5/23/2018,0.25
UPPERJOSEPH,50m,CAREX,1,SEDGES,GRAMINOIDS,5/23/2018,0.25
UPPERJOSEPH,50m,SHRUB UNK,2.5,SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,50m,LICHEN TOTAL,10,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,50m,GRAMINOID TOTAL,1,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,50m,SHRUB TOTAL,50,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,50m,FORB TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,60m,MOSS,20,BRYOPHYTES,BRYOPHYTES,5/23/2018,0.25
UPPERJOSEPH,60m,DRYAS,12.5,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,60m,VACVIT,12.5,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,60m,LICHEN,2.5,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,60m,CETRA,3.5,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,60m,THAVER,3,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,60m,CETRA,0.5,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,60m,CLAMIT,0.5,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,60m,ROCK,50,ROCKS,ROCKS,5/23/2018,0.25
UPPERJOSEPH,60m,LICHEN TOTAL,10,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,60m,SHRUB TOTAL,25,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,60m,GRAMINOID TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,60m,FORB TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,70m,BARE,5,BARE GROUND,BARE GROUND,5/23/2018,0.25
UPPERJOSEPH,70m,DRYAS,45,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,70m,VACVIT,5,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,70m,GRASS UNK,10,GRAMINOIDS,GRAMINOIDS,5/23/2018,0.25
UPPERJOSEPH,70m,CLAMIT,2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,70m,SPHGLO,2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,70m,CETRA,10,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,70m,STEREO,2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,70m,THAVER,2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,70m,DACARC,1,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,70m,CETTIL,1,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,70m,ROCK,5,ROCKS,ROCKS,5/23/2018,0.25
UPPERJOSEPH,70m,LICHEN TOTAL,20,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,70m,SHRUB TOTAL,50,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,70m,GRAMINOID TOTAL,10,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,70m,FORB TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,80m,SALRET,2.5,DECIDUOUS SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,80m,DRYAS,45,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,80m,VACVIT,2.5,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,80m,CETTIL,2,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,80m,CETRA,4,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,80m,THAVER,4,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,80m,LICHEN,6,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,80m,ALENIG,4,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,80m,ROCK,30,ROCKS,ROCKS,5/23/2018,0.25
UPPERJOSEPH,80m,LICHEN TOTAL,20,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,80m,SHRUB TOTAL,50,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,80m,GRAMINOID TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,80m,FORB TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,90m,MOSS,15,BRYOPHYTES,BRYOPHYTES,5/23/2018,0.25
UPPERJOSEPH,90m,VACVIT,0.8,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,90m,KALPRO,39.2,EVERGREEN SHRUBS,SHRUBS,5/23/2018,0.25
UPPERJOSEPH,90m,CETRA,10.5,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,90m,SPHGLO,5.5,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,90m,DACARC,3,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,90m,THAVER,3,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,90m,ALECT,3,LICHENS,LICHENS,5/23/2018,0.25
UPPERJOSEPH,90m,ROCK,20,ROCKS,ROCKS,5/23/2018,0.25
UPPERJOSEPH,90m,LICHEN TOTAL,25,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,90m,SHRUB TOTAL,40,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,90m,GRAMINOID TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERJOSEPH,90m,FORB TOTAL,0,TOTAL,TOTAL,5/23/2018,0.25
UPPERPALDO,0m,BARE,5,BARE GROUND,BARE GROUND,6/21/2018,0.25
UPPERPALDO,0m,MOSS,0.01,BRYOPHYTES,BRYOPHYTES,6/21/2018,0.25
UPPERPALDO,0m,SALPHL,6,DECIDUOUS SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,0m,EMPNIG,38,EVERGREEN SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,0m,LOIPRO,6,EVERGREEN SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,0m,SYNBOR,1,FORBS,FORBS,6/21/2018,0.25
UPPERPALDO,0m,HIEALP,7,GRASSES,GRAMINOIDS,6/21/2018,0.25
UPPERPALDO,0m,CETNIV,8,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,0m,BRYDIV,14,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,0m,CLADO,0.01,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,0m,SPHGLO,2,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,0m,CLAMIT,2,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,0m,DACARC,0.01,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,0m,LITTER,6,LITTER,LITTER,6/21/2018,0.25
UPPERPALDO,0m,ROCK,4,ROCKS,ROCKS,6/21/2018,0.25
UPPERPALDO,0m,CAREX,1,SEDGES,GRAMINOIDS,6/21/2018,0.25
UPPERPALDO,0m,LICHEN TOTAL,26,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,0m,SHRUB TOTAL,50,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,0m,DECID TOTAL,6,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,0m,EG TOTAL,44,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,0m,GRAMINOID TOTAL,8,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,0m,FORB TOTAL,1,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,10m,BARE,20,BARE GROUND,BARE GROUND,6/21/2018,0.25
UPPERPALDO,10m,MOSS,4,BRYOPHYTES,BRYOPHYTES,6/21/2018,0.25
UPPERPALDO,10m,SALPHL,2,DECIDUOUS SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,10m,BETNAN,6,DECIDUOUS SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,10m,LOIPRO,10,EVERGREEN SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,10m,POLYG,1,FORBS,FORBS,6/21/2018,0.25
UPPERPALDO,10m,HIEALP,8,GRASSES,GRAMINOIDS,6/21/2018,0.25
UPPERPALDO,10m,CETNIV,1,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,10m,BRYDIV,1,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,10m,CLADO,4,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,10m,SPHGLO,2,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,10m,CLAMIT,2,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,10m,THAVER,2,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,10m,CETLAE,5,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,10m,CRUSTOSE,3,LITTER,LITTER,6/21/2018,0.25
UPPERPALDO,10m,CRUST,10,LITTER,LITTER,6/21/2018,0.25
UPPERPALDO,10m,LICHEN FRAGMENTS,8,LITTER,LITTER,6/21/2018,0.25
UPPERPALDO,10m,ROCK,15,ROCKS,ROCKS,6/21/2018,0.25
UPPERPALDO,10m,LICHEN TOTAL,20,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,10m,SHRUB TOTAL,18,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,10m,DECID TOTAL,8,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,10m,EG TOTAL,10,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,10m,GRAMINOID TOTAL,8,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,10m,FORB TOTAL,1,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,20m,MOSS,4,BRYOPHYTES,BRYOPHYTES,6/21/2018,0.25
UPPERPALDO,20m,BETNAN,9,DECIDUOUS SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,20m,SALPHL,1,DECIDUOUS SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,20m,LOIPRO,14,EVERGREEN SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,20m,VACVIT,4,EVERGREEN SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,20m,ANEPAR,2,FORBS,FORBS,6/21/2018,0.25
UPPERPALDO,20m,HIEALP,10,GRASSES,GRAMINOIDS,6/21/2018,0.25
UPPERPALDO,20m,SPHGLO,30,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,20m,CLAARB,2,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,20m,CETNIV,2,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,20m,ASACHR,1,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,20m,THAMN,2,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,20m,CRUSTOSE,1,LITTER,LITTER,6/21/2018,0.25
UPPERPALDO,20m,LITTER,18,LITTER,LITTER,6/21/2018,0.25
UPPERPALDO,20m,LICHEN TOTAL,38,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,20m,SHRUB TOTAL,28,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,20m,DECID TOTAL,10,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,20m,EG TOTAL,18,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,20m,GRAMINOID TOTAL,10,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,20m,FORB TOTAL,2,TOTAL,TOTAL,6/21/2018,0.25
UPPERPALDO,30m,MOSS,8,BRYOPHYTES,BRYOPHYTES,6/21/2018,0.25
UPPERPALDO,30m,SALPHL,4,DECIDUOUS SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,30m,LOIPRO,16,EVERGREEN SHRUBS,SHRUBS,6/21/2018,0.25
UPPERPALDO,30m,ANEPAR,1,FORBS,FORBS,6/21/2018,0.25
UPPERPALDO,30m,HIEALP,15,GRASSES,GRAMINOIDS,6/21/2018,0.25
UPPERPALDO,30m,SPHGLO,13,LICHENS,LICHENS,6/21/2018,0.25
UPPERPALDO,30m,CETNIV,1,LICHENS,LICHENS,6/21/2018,0.25
